Cancelled Orders

Order ID: 213 | PC ID: 14 | Qty: 18 | Profit Rate: 46%  | PCCost: $2850.00 | Total Profit: $23598.00
Order ID: 252 | PC ID: 15 | Qty: 3 | Profit Rate: 73%  | PCCost: $3050.00 | Total Profit: $6679.50
Order ID: 253 | PC ID: 3 | Qty: 24 | Profit Rate: 65%  | PCCost: $2450.00 | Total Profit: $38220.00
Order ID: 254 | PC ID: 5 | Qty: 25 | Profit Rate: 50%  | PCCost: $2850.00 | Total Profit: $35625.00
Order ID: 255 | PC ID: 15 | Qty: 12 | Profit Rate: 45%  | PCCost: $3050.00 | Total Profit: $16470.00
Order ID: 256 | PC ID: 13 | Qty: 9 | Profit Rate: 51%  | PCCost: $2850.00 | Total Profit: $13081.50
Order ID: 257 | PC ID: 11 | Qty: 23 | Profit Rate: 66%  | PCCost: $2450.00 | Total Profit: $37191.00
Order ID: 258 | PC ID: 9 | Qty: 30 | Profit Rate: 53%  | PCCost: $2250.00 | Total Profit: $35775.00
Order ID: 259 | PC ID: 9 | Qty: 19 | Profit Rate: 74%  | PCCost: $2250.00 | Total Profit: $31635.00
Order ID: 260 | PC ID: 1 | Qty: 3 | Profit Rate: 55%  | PCCost: $2250.00 | Total Profit: $3712.50
Order ID: 261 | PC ID: 0 | Qty: 21 | Profit Rate: 62%  | PCCost: $2050.00 | Total Profit: $26691.00
Order ID: 262 | PC ID: 5 | Qty: 24 | Profit Rate: 59%  | PCCost: $2850.00 | Total Profit: $40356.00
Order ID: 263 | PC ID: 1 | Qty: 21 | Profit Rate: 74%  | PCCost: $2250.00 | Total Profit: $34965.00
Order ID: 264 | PC ID: 9 | Qty: 15 | Profit Rate: 66%  | PCCost: $2250.00 | Total Profit: $22275.00
Order ID: 265 | PC ID: 1 | Qty: 28 | Profit Rate: 47%  | PCCost: $2250.00 | Total Profit: $29610.00
Order ID: 266 | PC ID: 9 | Qty: 16 | Profit Rate: 50%  | PCCost: $2250.00 | Total Profit: $18000.00
Order ID: 267 | PC ID: 10 | Qty: 30 | Profit Rate: 65%  | PCCost: $2250.00 | Total Profit: $43875.00
Order ID: 268 | PC ID: 7 | Qty: 4 | Profit Rate: 54%  | PCCost: $3050.00 | Total Profit: $6588.00
Order ID: 269 | PC ID: 14 | Qty: 3 | Profit Rate: 54%  | PCCost: $2850.00 | Total Profit: $4617.00
Order ID: 270 | PC ID: 11 | Qty: 22 | Profit Rate: 49%  | PCCost: $2450.00 | Total Profit: $26411.00
Order ID: 271 | PC ID: 6 | Qty: 29 | Profit Rate: 74%  | PCCost: $2850.00 | Total Profit: $61161.00
Order ID: 272 | PC ID: 11 | Qty: 25 | Profit Rate: 47%  | PCCost: $2450.00 | Total Profit: $28787.50
Order ID: 273 | PC ID: 6 | Qty: 25 | Profit Rate: 49%  | PCCost: $2850.00 | Total Profit: $34912.50
Order ID: 274 | PC ID: 7 | Qty: 4 | Profit Rate: 61%  | PCCost: $3050.00 | Total Profit: $7442.00
Order ID: 275 | PC ID: 4 | Qty: 21 | Profit Rate: 50%  | PCCost: $2650.00 | Total Profit: $27825.00
Order ID: 276 | PC ID: 12 | Qty: 5 | Profit Rate: 69%  | PCCost: $2650.00 | Total Profit: $9142.50
Order ID: 277 | PC ID: 1 | Qty: 19 | Profit Rate: 57%  | PCCost: $2250.00 | Total Profit: $24367.50
Order ID: 278 | PC ID: 13 | Qty: 19 | Profit Rate: 57%  | PCCost: $2850.00 | Total Profit: $30865.50
Order ID: 279 | PC ID: 1 | Qty: 17 | Profit Rate: 70%  | PCCost: $2250.00 | Total Profit: $26775.00
Order ID: 280 | PC ID: 5 | Qty: 30 | Profit Rate: 60%  | PCCost: $2850.00 | Total Profit: $51300.00
Order ID: 281 | PC ID: 13 | Qty: 16 | Profit Rate: 66%  | PCCost: $2850.00 | Total Profit: $30096.00
Order ID: 282 | PC ID: 6 | Qty: 19 | Profit Rate: 60%  | PCCost: $2850.00 | Total Profit: $32490.00
Order ID: 283 | PC ID: 0 | Qty: 8 | Profit Rate: 58%  | PCCost: $2050.00 | Total Profit: $9512.00
Order ID: 284 | PC ID: 10 | Qty: 23 | Profit Rate: 70%  | PCCost: $2250.00 | Total Profit: $36225.00
Order ID: 285 | PC ID: 9 | Qty: 24 | Profit Rate: 63%  | PCCost: $2250.00 | Total Profit: $34020.00
Order ID: 286 | PC ID: 4 | Qty: 19 | Profit Rate: 62%  | PCCost: $2650.00 | Total Profit: $31217.00
Order ID: 287 | PC ID: 11 | Qty: 2 | Profit Rate: 67%  | PCCost: $2450.00 | Total Profit: $3283.00
Order ID: 288 | PC ID: 6 | Qty: 17 | Profit Rate: 50%  | PCCost: $2850.00 | Total Profit: $24225.00
Order ID: 289 | PC ID: 9 | Qty: 25 | Profit Rate: 56%  | PCCost: $2250.00 | Total Profit: $31500.00
Order ID: 290 | PC ID: 8 | Qty: 18 | Profit Rate: 66%  | PCCost: $2050.00 | Total Profit: $24354.00
Order ID: 291 | PC ID: 9 | Qty: 28 | Profit Rate: 63%  | PCCost: $2250.00 | Total Profit: $39690.00
Order ID: 292 | PC ID: 10 | Qty: 2 | Profit Rate: 47%  | PCCost: $2250.00 | Total Profit: $2115.00
Order ID: 293 | PC ID: 9 | Qty: 12 | Profit Rate: 66%  | PCCost: $2250.00 | Total Profit: $17820.00
